sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Nannopterum_brasilianus_2676	2676	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	231	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005507.1	12220	12450	231	-	94	93.478	1	29	1	46	16	153	46	0	3	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_278	278	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	225	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003564.1	57409	57633	225	-	105	86.667	2	34	1	75	1	225	75	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_286	286	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	243	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010549.1	117561	117803	243	-	104	89.286	4	35	1	56	1	168	56	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_288	288	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	222	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006881.1	3524	3745	222	+	83	83.784	2	25	1	74	1	222	74	0	12	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_301	301	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	222	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005363.1	66869	67090	222	-	79	81.081	1	23	1	74	1	222	74	0	14	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_3925	3925	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	285	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004950.1	16465	16749	285	+	125	85.417	7	42	1	96	1	276	96	1	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_3957	3957	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	273	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011476.1	87785	88057	273	-	130	87.097	6	44	4	96	1	270	93	1	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4461	4461	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	306	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002956.1	12786	13091	306	-	131	90.426	6	44	2	95	19	300	94	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4463	4463	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	405	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005181.1	104806	105210	405	-	139	83.962	1	46	1	95	16	333	106	1	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4464	4464	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	465	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000504.1	158381	158845	465	-	140	90.526	9	47	1	95	94	378	95	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4467	4467	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	345	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003564.1	59753	60097	345	-	145	91.579	4	49	1	95	16	300	95	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4469	4469	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011051.1	19837	20151	315	-	135	90.625	9	46	1	96	19	306	96	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4474	4474	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	267	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000960.1	542457	542723	267	+	121	91.667	2	40	1	84	16	267	84	0	7	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4477	4477	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006698.1	94389	94700	312	-	159	86.458	3	55	1	96	16	303	96	0	13	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4479	4479	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	324	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004979.1	15546	15869	324	-	145	91.579	2	49	1	95	16	300	95	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4480	4480	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	345	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001431.1	57252	57596	345	-	124	80.208	8	41	1	95	13	300	96	1	18	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4482	4482	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	309	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002055.1	188445	188753	309	+	122	88.298	3	40	2	95	1	282	94	0	11	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4485	4485	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	288	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01012080.1	22091	22378	288	-	122	90.426	1	40	2	95	1	282	94	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4488	4488	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	354	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011682.1	7761	8114	354	+	137	89.362	3	46	2	95	1	282	94	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4489	4489	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	273	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011369.1	22706	22978	273	+	126	92.188	4	42	1	64	55	246	64	0	5	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4490	4490	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003514.1	285885	286196	312	-	158	85.417	1	54	1	96	16	303	96	0	14	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4491	4491	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	384	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001617.1	624588	624971	384	-	126	89.474	1	41	1	95	28	312	95	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4494	4494	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000766.1	1414903	1415214	312	+	122	88.542	2	40	1	96	16	303	96	0	11	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4495	4495	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	249	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000658.1	194827	195075	249	+	140	88.462	6	48	1	78	16	249	78	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4496	4496	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	303	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010585.1	192	494	303	-	136	87.5	6	46	1	96	16	294	96	1	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4501	4501	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003064.1	426642	426953	312	-	149	87.5	7	51	1	96	16	303	96	0	12	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4502	4502	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004124.1	25338	25649	312	-	144	93.75	3	49	1	96	16	303	96	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4507	4507	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	270	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01007416.1	5407	5676	270	-	129	89.655	3	43	10	96	1	261	87	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4508	4508	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001131.1	34910	35224	315	-	165	85.417	3	57	1	96	19	306	96	0	14	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4957	4957	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002649.1	4290	4601	312	+	174	88.542	5	61	1	96	16	303	96	0	11	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4959	4959	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	279	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01016494.1	9730	10008	279	+	147	88.095	10	51	1	84	19	270	84	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4961	4961	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	306	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003635.1	416373	416678	306	-	119	92.632	3	39	1	95	16	300	95	0	7	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4963	4963	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	354	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01023235.1	7040	7393	354	+	149	92.553	4	51	2	95	1	282	94	0	7	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4970	4970	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000289.1	121534	121845	312	+	125	90.625	8	42	1	96	16	303	96	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4975	4975	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	276	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001308.1	12755	13030	276	+	132	92.857	2	44	1	84	16	267	84	0	6	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4976	4976	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	336	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010284.1	51779	52114	336	+	120	90.244	1	39	14	95	22	267	82	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4977	4977	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	237	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01007979.1	19292	19528	237	-	128	84.211	3	43	21	96	1	228	76	0	12	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4979	4979	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	375	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002468.1	102760	103134	375	+	155	94.737	6	53	1	95	19	303	95	0	5	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_4980	4980	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	387	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010534.1	3892	4278	387	-	130	89.474	3	43	1	95	16	300	95	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5343	5343	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01006181.1	10798	11112	315	+	171	87.5	1	59	1	96	19	306	96	0	12	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5344	5344	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003409.1	109835	110149	315	-	176	91.667	1	61	1	96	19	306	96	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5345	5345	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	327	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004976.1	5588	5914	327	-	148	86.458	1	50	1	96	16	303	96	0	13	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5347	5347	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	333	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01013784.1	28876	29208	333	-	162	84.375	3	56	1	96	16	303	96	0	15	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5348	5348	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	375	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002353.1	2022	2396	375	+	147	91.579	9	50	1	95	19	303	95	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5349	5349	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01015094.1	2998	3312	315	+	146	91.667	6	50	1	96	19	306	96	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5350	5350	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01004741.1	1167	1481	315	+	147	90.625	3	50	1	96	19	306	96	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5351	5351	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	414	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002270.1	52965	53378	414	+	149	94.792	2	50	1	96	19	306	96	0	5	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5352	5352	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	387	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005753.1	87211	87597	387	+	149	88.421	2	50	1	95	16	300	95	0	11	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5353	5353	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	405	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01021110.1	4574	4978	405	-	148	91.579	3	50	1	95	49	333	95	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5354	5354	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01000923.1	156292	156606	315	-	140	87.5	1	47	1	96	19	306	96	0	12	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5357	5357	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	354	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001607.1	7654	8007	354	-	148	90.426	2	50	2	95	1	282	94	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5358	5358	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01029067.1	1071	1385	315	-	177	89.583	5	62	1	96	19	306	96	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5359	5359	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002468.1	100312	100626	315	+	176	90.625	1	61	1	96	19	306	96	0	9	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5360	5360	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	516	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01015859.1	1766	2281	516	-	171	89.474	8	59	1	95	160	444	95	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5361	5361	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	372	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01020971.1	15498	15869	372	-	149	91.579	6	51	1	95	16	300	95	0	8	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nannopterum_brasilianus_5362	5362	Nannopterum_brasilianus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01005799.1	150831	151145	315	+	168	89.583	10	59	1	96	19	306	96	0	10	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_carbo_1005	1005	Phalacrocorax_carbo	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	216	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold920	2994	3209	216	+	91	91.667	3	28	3	74	1	216	72	0	6	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_carbo_2795	2795	Phalacrocorax_carbo	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	240	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold4763	36862	37101	240	+	97	82.667	10	31	1	75	16	240	75	0	13	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_carbo_3593	3593	Phalacrocorax_carbo	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	240	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold6321	29381	29620	240	-	121	86.301	1	40	24	96	13	231	73	0	10	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
